"siteID","date","site.date","ndvi","gazelleThomsons.count","gazelleThomsons.present","topi.count","topi.present","zebra.count","zebra.present","fire","amRivDist","TM100","LriskDry","T50"
"M06","2012-06-09","M062012-06-09",0.502714628497323,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-06-17","M062012-06-17",0.479399295842446,0,0,0,0,7,1,0,2016.77019,0,0.00162718,0
"M06","2012-06-25","M062012-06-25",0.480704188734332,0,0,0,0,21,1,0,2016.77019,0,0.00162718,0
"M06","2012-07-03","M062012-07-03",0.405738754056665,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-07-11","M062012-07-11",0.355502237848137,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-07-19","M062012-07-19",0.317334820627402,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-07-27","M062012-07-27",0.318527371993588,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-08-04","M062012-08-04",0.298471115041551,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-08-12","M062012-08-12",0.312568706485892,0,0,0,0,1,1,0,2016.77019,0,0.00162718,0
"M06","2012-08-20","M062012-08-20",0.268067309565291,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-08-28","M062012-08-28",0.395159758881955,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-09-05","M062012-09-05",0.395159758881955,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-09-13","M062012-09-13",0.29557689303909,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-09-21","M062012-09-21",0.279426168095483,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-09-29","M062012-09-29",0.264048118705962,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-10-07","M062012-10-07",0.252384982180064,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-10-15","M062012-10-15",0.300676129140452,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-10-23","M062012-10-23",0.269658987438744,0,0,0,0,1,1,0,2016.77019,0,0.00162718,0
"M06","2012-10-31","M062012-10-31",0.503472363994152,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-11-08","M062012-11-08",0.523684766446763,0,0,0,0,5,1,0,2016.77019,0,0.00162718,0
"M06","2012-11-16","M062012-11-16",0.381596127430237,0,0,0,0,20,1,0,2016.77019,0,0.00162718,0
"M06","2012-11-24","M062012-11-24",0.344741569960156,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-12-02","M062012-12-02",0.279910676539309,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-12-10","M062012-12-10",0.361500322612778,0,0,0,0,1,1,0,2016.77019,0,0.00162718,0
"M06","2012-12-18","M062012-12-18",0.41120417917463,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M06","2012-12-26","M062012-12-26",0.24252795130801,0,0,0,0,0,0,0,2016.77019,0,0.00162718,0
"M08","2012-01-01","M082012-01-01",0.733811765045216,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-01-09","M082012-01-09",0.651154628857955,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-01-17","M082012-01-17",0.604745618394257,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-01-25","M082012-01-25",0.56600525806861,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-02-02","M082012-02-02",0.517996104340425,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-02-10","M082012-02-10",0.446599289811527,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-02-18","M082012-02-18",0.412976078248542,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-02-26","M082012-02-26",0.286053949115311,0,0,0,0,19,1,0,5464.217745,3,0.00170459,0
"M08","2012-03-05","M082012-03-05",0.479953137396279,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-03-13","M082012-03-13",0.522966630800954,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-03-21","M082012-03-21",0.460552352997644,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-03-29","M082012-03-29",0.361208023858996,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-04-06","M082012-04-06",0.507858684597293,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-04-14","M082012-04-14",0.517153211354334,0,0,0,0,37,1,0,5464.217745,3,0.00170459,0
"M08","2012-04-22","M082012-04-22",0.579750506145226,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-04-30","M082012-04-30",0.638158726794109,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-05-08","M082012-05-08",0.724721309579238,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-05-16","M082012-05-16",0.691240818253501,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-05-24","M082012-05-24",0.673787490128918,0,0,0,0,4,1,0,5464.217745,3,0.00170459,0
"M08","2012-06-01","M082012-06-01",0.595384712172618,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-06-09","M082012-06-09",0.507310325985665,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-06-17","M082012-06-17",0.48267627457038,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-06-25","M082012-06-25",0.453976226417124,0,0,0,0,37,1,0,5464.217745,3,0.00170459,0
"M08","2012-07-03","M082012-07-03",0.422474503160349,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-07-11","M082012-07-11",0.3874220820004,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-07-19","M082012-07-19",0.343393219328151,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-07-27","M082012-07-27",0.331608129574501,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-08-04","M082012-08-04",0.320632814067515,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-08-12","M082012-08-12",0.350262467684816,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-08-20","M082012-08-20",0.368921966767582,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-08-28","M082012-08-28",0.36698237809233,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-09-05","M082012-09-05",0.36698237809233,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-09-13","M082012-09-13",0.35346659474406,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-09-21","M082012-09-21",0.30089743723818,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-09-29","M082012-09-29",0.294477798110012,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-10-07","M082012-10-07",0.28461281868954,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-10-15","M082012-10-15",0.31672799362712,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-10-23","M082012-10-23",0.272737645368876,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-10-31","M082012-10-31",0.144426252400557,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-11-08","M082012-11-08",0.450046075451087,0,0,0,0,1,1,0,5464.217745,3,0.00170459,0
"M08","2012-11-16","M082012-11-16",0.453288919692586,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-11-24","M082012-11-24",0.381362159103197,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-12-02","M082012-12-02",0.341070955038437,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-12-10","M082012-12-10",0.432235241575088,0,0,0,0,3,1,0,5464.217745,3,0.00170459,0
"M08","2012-12-18","M082012-12-18",0.370911944430967,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"M08","2012-12-26","M082012-12-26",0.220490335303079,0,0,0,0,0,0,0,5464.217745,3,0.00170459,0
"N05","2012-01-01","N052012-01-01",0.771917530109727,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-01-09","N052012-01-09",0.70806830892395,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-01-17","N052012-01-17",0.675615472436117,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-01-25","N052012-01-25",0.585562291824367,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-02-02","N052012-02-02",0.492309871921206,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-02-10","N052012-02-10",0.451428441523477,0,0,0,0,3,1,0,438.0985236,0,0.002253101,0
"N05","2012-02-18","N052012-02-18",0.397445860425667,1,1,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-02-26","N052012-02-26",0.425848493992344,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-03-05","N052012-03-05",0.489299649356102,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-03-13","N052012-03-13",0.43077757698327,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-03-21","N052012-03-21",0.36935677588356,0,0,0,0,6,1,0,438.0985236,0,0.002253101,0
"N05","2012-03-29","N052012-03-29",0.333431553087012,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-04-06","N052012-04-06",0.456993769413372,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-04-14","N052012-04-14",0.446456284868687,0,0,0,0,11,1,0,438.0985236,0,0.002253101,0
"N05","2012-04-22","N052012-04-22",0.577263113765423,0,0,0,0,3,1,0,438.0985236,0,0.002253101,0
"N05","2012-04-30","N052012-04-30",0.507481994791126,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-05-08","N052012-05-08",0.773462151726948,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-05-16","N052012-05-16",0.768764084856344,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-05-24","N052012-05-24",0.692225525483203,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-06-01","N052012-06-01",0.559650917628874,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-06-09","N052012-06-09",0.484687070381181,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-06-17","N052012-06-17",0.45693568851745,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-06-25","N052012-06-25",0.443438084106232,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-07-03","N052012-07-03",0.40448246028141,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-07-11","N052012-07-11",0.348162527634296,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-07-19","N052012-07-19",0.324614570043271,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-07-27","N052012-07-27",0.308180582466863,3,1,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-08-04","N052012-08-04",0.294949875421946,1,1,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-08-12","N052012-08-12",0.330949192395736,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-08-20","N052012-08-20",0.301904334337165,1,1,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-08-28","N052012-08-28",0.389128097618755,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-09-05","N052012-09-05",0.389128097618755,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-09-13","N052012-09-13",0.313727282629863,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-09-21","N052012-09-21",0.30012523544601,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-09-29","N052012-09-29",0.277280369961704,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-10-07","N052012-10-07",0.264354551680103,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-10-15","N052012-10-15",0.3176829839677,0,0,0,0,2,1,0,438.0985236,0,0.002253101,0
"N05","2012-10-23","N052012-10-23",0.287817573135841,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-10-31","N052012-10-31",0.456424957720122,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-11-08","N052012-11-08",0.452103840797975,0,0,0,0,1,1,0,438.0985236,0,0.002253101,0
"N05","2012-11-16","N052012-11-16",0.408737491974336,0,0,0,0,35,1,0,438.0985236,0,0.002253101,0
"N05","2012-11-24","N052012-11-24",0.3506712499722,0,0,0,0,1,1,0,438.0985236,0,0.002253101,0
"N05","2012-12-02","N052012-12-02",0.363323923135567,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-12-10","N052012-12-10",0.459555952673504,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-12-18","N052012-12-18",0.182564845366107,0,0,0,0,0,0,0,438.0985236,0,0.002253101,0
"N05","2012-12-26","N052012-12-26",0.165170337509743,0,0,0,0,3,1,0,438.0985236,0,0.002253101,0
"N08","2012-01-01","N082012-01-01",0.736216078365022,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-01-09","N082012-01-09",0.668819434829905,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-01-17","N082012-01-17",0.64935411305984,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-01-25","N082012-01-25",0.627074043819854,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-02-02","N082012-02-02",0.553160247409156,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-02-10","N082012-02-10",0.45253164556962,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-02-18","N082012-02-18",0.446148971271708,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-02-26","N082012-02-26",0.343860531826766,0,0,0,0,25,1,0,2829.406619,0,0.001590415,0
"N08","2012-03-05","N082012-03-05",0.423388369068454,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-03-13","N082012-03-13",0.436654451374624,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-03-21","N082012-03-21",0.403106515932239,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-03-29","N082012-03-29",0.320721932649513,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-04-06","N082012-04-06",0.46471513606856,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-04-14","N082012-04-14",0.426329461112791,0,0,0,0,2,1,0,2829.406619,0,0.001590415,0
"N08","2012-04-22","N082012-04-22",0.528522071011197,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-04-30","N082012-04-30",0.685603740142684,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-05-08","N082012-05-08",0.738019473253852,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-05-16","N082012-05-16",0.737491186142195,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-05-24","N082012-05-24",0.674431232306784,0,0,0,0,1,1,0,2829.406619,0,0.001590415,0
"N08","2012-06-01","N082012-06-01",0.571120979195515,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-06-09","N082012-06-09",0.472791083711868,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-06-17","N082012-06-17",0.434097586298027,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-06-25","N082012-06-25",0.473148846493565,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-07-03","N082012-07-03",0.373113357301757,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-07-11","N082012-07-11",0.352240772186713,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-07-19","N082012-07-19",0.299511539038763,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-07-27","N082012-07-27",0.300566599829447,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-08-04","N082012-08-04",0.291059534545614,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-08-12","N082012-08-12",0.301489921121823,2,1,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-08-20","N082012-08-20",0.294516445519608,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-08-28","N082012-08-28",0.296177637568048,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-09-05","N082012-09-05",0.296177637568048,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-09-13","N082012-09-13",0.279214880453487,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-09-21","N082012-09-21",0.252346444026034,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-09-29","N082012-09-29",0.250807278440939,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-10-07","N082012-10-07",0.249369515701478,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-10-15","N082012-10-15",0.29780989314845,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-10-23","N082012-10-23",0.282072374686462,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-10-31","N082012-10-31",0.231052055482116,0,0,0,0,1,1,0,2829.406619,0,0.001590415,0
"N08","2012-11-08","N082012-11-08",0.448823037572277,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-11-16","N082012-11-16",0.401553014833994,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-11-24","N082012-11-24",0.365012702869726,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-12-02","N082012-12-02",0.326150905280081,1,1,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-12-10","N082012-12-10",0.394021925704214,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-12-18","N082012-12-18",0.118168836577492,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"N08","2012-12-26","N082012-12-26",0.410220241846975,0,0,0,0,0,0,0,2829.406619,0,0.001590415,0
"O06","2012-01-01","O062012-01-01",0.73341251971307,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-01-09","O062012-01-09",0.717799923306139,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-01-17","O062012-01-17",0.635485481216847,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-01-25","O062012-01-25",0.560617993210439,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-02-02","O062012-02-02",0.477604793244158,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-02-10","O062012-02-10",0.451184646919033,0,0,0,0,1,1,0,92.87977741,0,0.002404887,20
"O06","2012-02-18","O062012-02-18",0.380099382436786,0,0,0,0,1,1,0,92.87977741,0,0.002404887,20
"O06","2012-02-26","O062012-02-26",0.470222353560965,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-03-05","O062012-03-05",0.460857246046099,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-03-13","O062012-03-13",0.48758283619013,0,0,0,0,5,1,0,92.87977741,0,0.002404887,20
"O06","2012-03-21","O062012-03-21",0.412339150900124,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-03-29","O062012-03-29",0.355226121934107,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-04-06","O062012-04-06",0.475020532685603,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-04-14","O062012-04-14",0.422746209200439,0,0,0,0,30,1,0,92.87977741,0,0.002404887,20
"O06","2012-04-22","O062012-04-22",0.592773257097866,0,0,0,0,3,1,0,92.87977741,0,0.002404887,20
"O06","2012-04-30","O062012-04-30",0.635393520659406,0,0,1,1,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-05-08","O062012-05-08",0.695776913361464,0,0,0,0,1,1,0,92.87977741,0,0.002404887,20
"O06","2012-05-16","O062012-05-16",0.66231170787999,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-05-24","O062012-05-24",0.678670524068978,0,0,0,0,5,1,0,92.87977741,0,0.002404887,20
"O06","2012-06-01","O062012-06-01",0.565602550619049,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-06-09","O062012-06-09",0.497610553261573,0,0,0,0,2,1,0,92.87977741,0,0.002404887,20
"O06","2012-06-17","O062012-06-17",0.474882196809203,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-06-25","O062012-06-25",0.50318594875589,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-07-03","O062012-07-03",0.443920022067971,0,0,0,0,3,1,0,92.87977741,0,0.002404887,20
"O06","2012-07-11","O062012-07-11",0.373510382665596,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-07-19","O062012-07-19",0.324502360207586,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-07-27","O062012-07-27",0.3366739563415,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-08-04","O062012-08-04",0.321761289368574,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-08-12","O062012-08-12",0.29358244440867,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-08-20","O062012-08-20",0.287767459763331,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-08-28","O062012-08-28",0.3428089081643,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-09-05","O062012-09-05",0.3428089081643,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-09-13","O062012-09-13",0.310206797978104,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-09-21","O062012-09-21",0.28211745637342,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-09-29","O062012-09-29",0.27275647025237,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-10-07","O062012-10-07",0.277940383269711,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-10-15","O062012-10-15",0.309053113573294,0,0,0,0,4,1,0,92.87977741,0,0.002404887,20
"O06","2012-10-23","O062012-10-23",0.282379268955448,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-10-31","O062012-10-31",0.48649698521677,0,0,0,0,6,1,0,92.87977741,0,0.002404887,20
"O06","2012-11-08","O062012-11-08",0.483753574213673,0,0,0,0,26,1,0,92.87977741,0,0.002404887,20
"O06","2012-11-16","O062012-11-16",0.392532683228682,0,0,5,1,127,1,0,92.87977741,0,0.002404887,20
"O06","2012-11-24","O062012-11-24",0.393048905993139,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-12-02","O062012-12-02",0.33598390168415,0,0,0,0,1,1,0,92.87977741,0,0.002404887,20
"O06","2012-12-10","O062012-12-10",0.398825821955931,0,0,0,0,2,1,0,92.87977741,0,0.002404887,20
"O06","2012-12-18","O062012-12-18",0.422895590300966,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"O06","2012-12-26","O062012-12-26",0.241440807309369,0,0,0,0,0,0,0,92.87977741,0,0.002404887,20
"S08","2012-01-01","S082012-01-01",0.753723241211187,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-01-09","S082012-01-09",0.707358702751121,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-01-17","S082012-01-17",0.591113107049316,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-01-25","S082012-01-25",0.561629508619285,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-02-02","S082012-02-02",0.45025925098531,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-02-10","S082012-02-10",0.413465380227584,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-02-18","S082012-02-18",0.39949049490976,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-02-26","S082012-02-26",0.433862433862434,0,0,0,0,20,1,0,1973.884764,0,0.002100001,500
"S08","2012-03-05","S082012-03-05",0.424353191845694,0,0,0,0,2,1,0,1973.884764,0,0.002100001,500
"S08","2012-03-13","S082012-03-13",0.466798608381911,0,0,0,0,1,1,0,1973.884764,0,0.002100001,500
"S08","2012-03-21","S082012-03-21",0.392086709756325,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-03-29","S082012-03-29",0.322430687864488,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-04-06","S082012-04-06",0.493741080578428,0,0,0,0,2,1,0,1973.884764,0,0.002100001,500
"S08","2012-04-14","S082012-04-14",0.331848888285366,0,0,0,0,8,1,0,1973.884764,0,0.002100001,500
"S08","2012-04-22","S082012-04-22",0.452761424165966,0,0,0,0,15,1,0,1973.884764,0,0.002100001,500
"S08","2012-04-30","S082012-04-30",0.639972447495345,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-05-08","S082012-05-08",0.692711886418245,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-05-16","S082012-05-16",0.701084659689225,0,0,0,0,1,1,0,1973.884764,0,0.002100001,500
"S08","2012-05-24","S082012-05-24",0.640979147778785,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-06-01","S082012-06-01",0.515533046491141,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-06-09","S082012-06-09",0.455056120960146,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-06-17","S082012-06-17",0.404678095791093,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-06-25","S082012-06-25",0.366478340297121,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-07-03","S082012-07-03",0.327370055014473,3,1,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-07-11","S082012-07-11",0.283787159266226,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-07-19","S082012-07-19",0.269304830281912,1,1,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-07-27","S082012-07-27",0.25252915280557,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-08-04","S082012-08-04",0.241533976134607,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-08-12","S082012-08-12",0.271000537389282,1,1,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-08-20","S082012-08-20",0.263560742614279,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-08-28","S082012-08-28",0.314679313729647,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-09-05","S082012-09-05",0.314679313729647,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-09-13","S082012-09-13",0.337879145177751,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
"S08","2012-09-21","S082012-09-21",0.295506458660273,0,0,0,0,0,0,0,1973.884764,0,0.002100001,500
